gender,age,height,weight,race,major,year,centre
Female,20.13,168.76,64.36,White,Biology,2001,Campus
Female,19.77,169.91,63.75,White,Biology,2000,Campus
Male,21.59,171.28,65.33,White,Social Sciences,2002,Online
Male,20.94,168.28,63.38,White,Environmental Sciences,2001,Online
Female,21.22,170.79,66.42,White,Social Sciences,2000,Online
Female,21.01,170.12,65.94,White,Economics and Finance,2002,Online
Female,20.47,171.4,66.26,White,Mathematics and Statistics,2001,Online
Male,19.26,169.44,63.92,White,Environmental Sciences,2000,Online
Male,20.09,170.87,66.09,White,Political Science,2002,Online
Female,21.33,171.73,65.45,White,Environmental Sciences,2001,Online
Male,19.02,169.17,63.84,White,Environmental Sciences,2000,Campus
Female,19.6,170.23,64.44,White,Economics and Finance,2002,Online
Female,21.31,171.1,65.15,White,Social Sciences,2001,Online
Male,19.57,168.08,63.97,White,Political Science,2000,Online
Male,19.37,169.54,63.68,White,Social Sciences,2002,Campus
Female,19.17,170.28,64.33,White,Environmental Sciences,2001,Online
Male,21.25,170.17,65.1,White,Economics and Finance,2000,Online
Female,20.93,170.91,66.03,White,Social Sciences,2002,Online
Female,20.51,170.85,64.86,White,Mathematics and Statistics,2001,Online
Male,18.66,169.47,64.51,White,Economics and Finance,2000,Online
Female,21.3,171.03,65.64,White,Biology,2002,Online
Male,21.39,170.31,66.36,White,Social Sciences,2001,Campus
Female,18.94,169.25,64.38,White,Social Sciences,2000,Campus
Male,19.93,168.74,64.69,White,Mathematics and Statistics,2002,Campus
Male,19.75,169.29,65.14,White,Political Science,2001,Campus
Male,19.39,170.86,64.54,White,Environmental Sciences,2000,Online
Male,17.74,168.16,63.69,White,Political Science,2002,Online
Male,20.29,170.41,65.13,White,Social Sciences,2001,Online
Male,21.61,171.47,65.86,White,Environmental Sciences,2000,Online
Female,20.61,171.69,66.3,White,Environmental Sciences,2002,Campus
Male,21.07,170.38,64.91,White,Economics and Finance,2001,Campus
Male,20,169.71,65.03,White,Economics and Finance,2000,Online
Male,18.98,170.41,66,White,Biology,2002,Online
Male,18.94,168.91,64.14,White,Environmental Sciences,2001,Campus
Male,18.51,168.38,64.11,White,Political Science,2000,Online
Female,20.56,170.43,65.51,White,Biology,2002,Campus
Female,17.78,168.9,65.49,White,Environmental Sciences,2001,Campus
Male,20.4,170.96,64.24,White,Biology,2000,Campus
Male,20.78,170.6,65.86,White,Biology,2002,Online
Male,20.58,169.88,64.39,White,Biology,2001,Online
Male,19.38,170.8,66.39,White,Mathematics and Statistics,2000,Online
Female,20.74,169.94,65.43,White,Biology,2002,Campus
Female,18.81,169.41,64.36,White,Social Sciences,2001,Online
Female,20.73,170.97,64.2,White,Environmental Sciences,2000,Online
Female,18.62,169.78,65.05,White,Political Science,2002,Campus
Male,18.94,168.96,64.92,White,Biology,2001,Campus
Female,19.65,169.43,64.84,White,Social Sciences,2000,Campus
Male,20,169.16,63.84,White,Biology,2002,Campus
Male,19.83,169.98,65.05,White,Mathematics and Statistics,2001,Campus
Female,17.23,167.79,62.11,White,Social Sciences,2000,Campus
Male,19.29,169.36,65.18,White,Mathematics and Statistics,2002,Campus
Male,19.98,170.41,65.08,White,Political Science,2001,Online
Male,20.4,170.09,64.9,White,Social Sciences,2000,Campus
Female,20.84,169.94,64.53,White,Political Science,2002,Campus
Male,18.44,169.88,64.45,White,Mathematics and Statistics,2001,Online
Female,21.03,170.9,66.58,White,Biology,2000,Online
Male,19.52,169.57,64.84,White,Economics and Finance,2002,Campus
Female,20.37,170.13,65.63,White,Environmental Sciences,2001,Online
Female,21.51,172.7,66.66,White,Economics and Finance,2000,Campus
Male,18.82,168.93,64.73,White,Biology,2002,Campus
Female,19.26,169.62,64.79,White,Environmental Sciences,2001,Campus
Female,18.54,167.43,62.66,White,Biology,2000,Campus
Male,18.96,168.8,64.88,White,Environmental Sciences,2002,Campus
Female,17.82,168.73,63.9,White,Political Science,2001,Online
Male,18.38,169.31,64.33,White,Environmental Sciences,2000,Campus
Male,19.72,170.27,64.24,White,Mathematics and Statistics,2002,Campus
Male,20.91,171.28,64.51,White,Economics and Finance,2001,Online
Female,19,169.54,64.95,White,Biology,2000,Online
Male,21.3,170.97,65.1,White,Mathematics and Statistics,2002,Online
Male,19.65,168.88,64.99,White,Biology,2001,Online
Male,20.95,170.35,65.93,White,Mathematics and Statistics,2000,Campus
Male,20.25,168.97,63.5,White,Mathematics and Statistics,2002,Campus
Male,19.77,169.89,65.43,White,Environmental Sciences,2001,Online
Female,20.91,170.81,64.88,White,Economics and Finance,2000,Campus
Female,18.62,170.59,64.87,White,Mathematics and Statistics,2002,Campus
Female,19.71,170.48,64.56,White,Economics and Finance,2001,Campus
Female,20.67,170.23,64.82,White,Environmental Sciences,2000,Online
Female,18.62,168.69,65.15,White,Social Sciences,2002,Campus
Female,18.77,169.21,64.02,White,Economics and Finance,2001,Online
Female,20.66,170.59,65.61,White,Environmental Sciences,2000,Campus
Female,19.8,169.37,65.43,White,Social Sciences,2002,Online
Female,20.17,171.87,66.33,White,Environmental Sciences,2001,Campus
Male,19.52,170.27,65.24,White,Mathematics and Statistics,2000,Online
Male,18.8,169.28,63.91,White,Mathematics and Statistics,2002,Campus
Male,20.67,170.35,65.14,White,Environmental Sciences,2001,Online
Male,19.42,169.65,64.65,White,Political Science,2000,Online
Male,20.77,169.4,63.9,White,Biology,2002,Campus
Female,19.49,170.05,65.69,White,Environmental Sciences,2001,Online
Female,20.78,170.51,65.03,White,Biology,2000,Online
Female,20.7,170.73,64.82,White,Environmental Sciences,2002,Online
Male,20.1,170.24,65.2,White,Environmental Sciences,2001,Campus
Female,19.04,170.4,66.54,White,Economics and Finance,2000,Online
Female,20.35,171.13,65.55,White,Social Sciences,2002,Campus
Male,20.71,169.88,65.68,White,Economics and Finance,2001,Online
Female,20.92,170.95,65.63,White,Economics and Finance,2000,Campus
Male,19.9,169.89,65.77,White,Political Science,2002,Online
Male,21.28,169.18,63.97,White,Mathematics and Statistics,2001,Campus
Female,19.89,169.88,64.26,White,Biology,2000,Online
Female,19.96,170.43,66.1,White,Political Science,2002,Campus
Female,19.3,170.16,65.47,White,Social Sciences,2001,Online
Female,20.59,169.04,65.04,White,Environmental Sciences,2000,Campus
Male,20.72,170.88,64.79,White,Environmental Sciences,2002,Campus
Male,20.25,168.94,64.94,White,Mathematics and Statistics,2001,Online
Male,19.51,169.89,64.99,White,Political Science,2000,Online
Male,20.94,170.88,65.07,White,Economics and Finance,2002,Online
Male,19.32,169.03,64.2,White,Economics and Finance,2001,Campus
Male,21.25,171.41,65.29,White,Biology,2000,Campus
Male,19.62,168.99,63.33,White,Biology,2002,Campus
Female,22.62,172.25,66.4,White,Economics and Finance,2001,Online
Female,21.13,170.45,64.07,White,Mathematics and Statistics,2000,Online
Female,18.84,168.76,65.33,White,Social Sciences,2002,Campus
Female,19.65,170.03,65.23,White,Environmental Sciences,2001,Campus
Female,20.59,172.31,66.99,White,Social Sciences,2000,Campus
Male,19.69,171.02,64.61,White,Mathematics and Statistics,2002,Campus
Male,19.71,169.58,64.7,White,Social Sciences,2001,Campus
Male,22.22,172.07,67.32,White,Mathematics and Statistics,2000,Online
Male,19.96,169.73,64.12,White,Biology,2002,Online
Male,19.85,170.03,65.56,White,Economics and Finance,2001,Campus
Male,19.17,170.69,65.65,White,Biology,2000,Campus
Female,20.04,169.69,65.57,White,Biology,2002,Campus
Male,20.27,170.31,63.71,White,Mathematics and Statistics,2001,Campus
Female,18.75,169.55,64.52,White,Political Science,2000,Online
Male,19.54,169.06,64.84,White,Environmental Sciences,2002,Campus
Male,18.84,170.09,65.53,White,Social Sciences,2001,Online
Female,18.19,168.77,64.21,White,Social Sciences,2000,Campus
Male,19.81,168.62,66.05,White,Biology,2002,Online
Female,18.92,171.59,65.52,White,Biology,2001,Online
Male,19.16,168.19,64.21,White,Political Science,2000,Campus
Female,18.63,168.47,63.86,White,Environmental Sciences,2002,Online
Female,18.16,167.72,63.58,White,Biology,2001,Campus
Male,20.22,170.03,64.34,White,Social Sciences,2000,Campus
Female,21.25,169.89,64.78,White,Economics and Finance,2002,Online
Male,20.22,170.12,64.71,White,Mathematics and Statistics,2001,Campus
Female,20.45,170.03,65.65,White,Environmental Sciences,2000,Online
Male,20.88,169.96,64.43,White,Environmental Sciences,2002,Online
Male,21.79,170.73,64.21,White,Biology,2001,Campus
Female,18.11,168.34,63.97,White,Mathematics and Statistics,2000,Online
Female,19.59,169.06,63.08,White,Environmental Sciences,2002,Online
Male,20.23,171.4,66.35,White,Economics and Finance,2001,Online
Male,21.01,169.82,64.72,White,Environmental Sciences,2000,Campus
Male,19.6,169.86,65.83,White,Environmental Sciences,2002,Online
Male,20.69,170.44,65.8,White,Economics and Finance,2001,Online
Male,20.03,170.19,65.27,White,Environmental Sciences,2000,Campus
Female,19.02,167.94,63.67,White,Biology,2002,Campus
Male,19.22,169.96,63.89,White,Mathematics and Statistics,2001,Online
Male,19.14,169.42,63.75,White,Mathematics and Statistics,2000,Campus
Male,18.69,168.46,64.58,White,Mathematics and Statistics,2002,Online
Male,19.77,168.97,64.2,White,Environmental Sciences,2001,Online
Female,19.45,169.21,63.96,White,Political Science,2000,Online
Female,17.74,167.51,63.12,White,Social Sciences,2002,Campus
Female,21.05,170.25,65.12,White,Biology,2001,Online
Female,19.71,170.61,64.9,White,Biology,2000,Online
Female,20.17,170.48,63.82,White,Social Sciences,2002,Online
Female,20.61,171.07,64.37,White,Environmental Sciences,2001,Online
Female,19.47,169.55,65.99,White,Biology,2000,Campus
Female,19.92,168.92,64.72,White,Environmental Sciences,2002,Online
Male,19.32,170.23,64.34,White,Political Science,2001,Campus
Female,21.5,171.2,65.86,White,Mathematics and Statistics,2000,Online
Male,20.87,170.39,64.41,White,Social Sciences,2002,Online
Female,21.03,171.13,65.33,White,Biology,2001,Online
Female,20.26,170.88,66.77,White,Biology,2000,Campus
Male,18.12,169.45,64.63,White,Economics and Finance,2002,Online
Male,19.02,169.43,64.55,White,Biology,2001,Online
Male,21.56,171.91,66.07,White,Biology,2000,Online
Male,19.84,169.59,64.32,White,Biology,2002,Online
Female,17.96,169.4,64.43,White,Economics and Finance,2001,Online
Female,19.55,168.23,63.96,White,Biology,2000,Campus
Male,19.83,170.47,65.47,White,Economics and Finance,2002,Online
Male,20.91,170.72,64.52,White,Environmental Sciences,2001,Online
Male,20.77,169.97,65.26,White,Environmental Sciences,2000,Campus
Female,19.04,169.38,64.83,White,Social Sciences,2002,Online
Male,20.17,170.45,64.54,White,Economics and Finance,2001,Online
Male,20.74,170.95,64.33,White,Biology,2000,Online
Female,20.7,170.07,63.46,White,Political Science,2002,Campus
Female,19.76,170.87,66.47,White,Environmental Sciences,2001,Online
Female,19.69,169.82,64.94,White,Environmental Sciences,2000,Online
Female,20.53,168.72,63.43,White,Social Sciences,2002,Campus
Male,19.82,169.99,65.83,White,Social Sciences,2001,Campus
Male,19.66,171.13,64.44,White,Political Science,2000,Online
Female,18.64,168.24,63.33,White,Political Science,2002,Online
Male,16.85,167.76,63.07,White,Environmental Sciences,2001,Online
Female,20.93,170.54,63.95,White,Environmental Sciences,2000,Online
Female,18.4,169.37,65.81,White,Social Sciences,2002,Campus
Male,20.2,168.99,64.24,White,Economics and Finance,2001,Online
Female,19.58,169.03,65.45,White,Economics and Finance,2000,Online
Male,19.9,171.61,65.26,White,Environmental Sciences,2002,Campus
Female,21.53,170.66,65.68,White,Biology,2001,Online
Female,20.43,170.06,64.65,White,Political Science,2000,Online
Female,19.37,169.84,65.33,White,Economics and Finance,2002,Online
Male,20.3,170.54,65.03,White,Environmental Sciences,2001,Online
Male,18.26,167.75,62.33,White,Biology,2000,Campus
Male,19.05,169.05,64.44,White,Political Science,2002,Online
Male,18.67,170.31,65.17,White,Economics and Finance,2001,Online
Male,19.92,170.36,64.2,White,Biology,2000,Online
Male,21,170.26,64.95,White,Environmental Sciences,2002,Campus
Male,21.21,170.69,64.63,White,Environmental Sciences,2001,Campus
Male,20.45,171.1,65.73,White,Mathematics and Statistics,2000,Campus
Female,20.38,169.72,64.29,White,Political Science,2002,Online
Male,19.11,169.46,63.27,White,Mathematics and Statistics,2001,Online
Female,19.24,169.66,63.96,White,Economics and Finance,2000,Campus
Female,19.31,170.23,64.69,White,Biology,2002,Online
Male,19.89,169.3,64.82,White,Economics and Finance,2001,Online
Female,21.04,170.11,65.11,White,Environmental Sciences,2000,Online
Male,20.45,171.52,66.03,White,Biology,2002,Online
Female,20.71,170.6,66.29,White,Mathematics and Statistics,2001,Campus
Female,20.77,170.36,64.32,White,Economics and Finance,2000,Campus
Female,19.87,169.95,63.76,White,Biology,2002,Online
Male,19.67,170.57,65.66,White,Biology,2001,Online
Male,18.9,168.76,63.84,White,Environmental Sciences,2000,Campus
Female,19.12,168.93,66.62,White,Mathematics and Statistics,2002,Online
Female,19.52,169.56,65.14,White,Environmental Sciences,2001,Campus
Female,21.23,169.52,65.12,White,Biology,2000,Online
Male,20.36,170.57,63.67,White,Biology,2002,Campus
Female,21.71,170.6,66.22,White,Political Science,2001,Online
Male,19.87,170.52,65.78,White,Mathematics and Statistics,2000,Online
Female,18.59,168.81,65,White,Social Sciences,2002,Online
Female,19.97,171.06,65.19,White,Political Science,2001,Online
Male,19.18,169.32,64.83,White,Biology,2000,Campus
Female,20.94,169.41,64.68,White,Biology,2002,Campus
Male,19.21,169.71,64.65,White,Mathematics and Statistics,2001,Campus
Male,22.56,171.51,67.21,White,Political Science,2000,Campus
Male,20.11,168.94,64.52,White,Mathematics and Statistics,2002,Campus
Male,21.54,170.32,65.47,White,Mathematics and Statistics,2001,Online
Male,20.01,170.06,65.69,White,Environmental Sciences,2000,Campus
Male,21.24,170.51,64.47,White,Economics and Finance,2002,Online
Female,20.13,169.92,65.16,White,Environmental Sciences,2001,Online
Male,19.55,169.8,64.92,White,Political Science,2000,Campus
Male,18.96,169.73,63.98,White,Mathematics and Statistics,2002,Online
Male,19.88,170.95,65.23,White,Environmental Sciences,2001,Online
Female,19.11,167.76,63,White,Political Science,2000,Online
Female,19.8,169.04,63.11,White,Social Sciences,2002,Online
Male,21.22,170.74,65.79,White,Environmental Sciences,2001,Online
Male,19.74,169.87,63.69,White,Mathematics and Statistics,2000,Online
Male,21.26,170.19,64.54,White,Mathematics and Statistics,2002,Online
Male,20.95,171.29,66.32,White,Mathematics and Statistics,2001,Campus
Male,18.98,168.48,63.2,White,Political Science,2000,Campus
Male,18.94,170.22,65.57,White,Mathematics and Statistics,2002,Online
Female,21.19,171.3,65.19,White,Political Science,2001,Campus
Male,18.83,170.44,65.45,White,Economics and Finance,2000,Campus
Male,19.43,169.84,64.02,White,Mathematics and Statistics,2002,Online
Female,20.9,170.78,65.47,White,Biology,2001,Online
Male,19.11,168.92,64.68,White,Economics and Finance,2000,Campus
Male,20.31,170.61,66.57,White,Political Science,2002,Online
Female,20.01,170.59,64.8,White,Mathematics and Statistics,2001,Online
Male,20.78,170.88,66.48,White,Biology,2000,Online
Female,20.54,170.85,66.01,White,Biology,2002,Online
Female,19.28,168.34,64.2,White,Biology,2001,Online
Male,20.7,169.58,63.37,White,Environmental Sciences,2000,Online
Female,19.55,169.4,64.36,White,Political Science,2002,Online
Male,18.91,169.65,63.79,White,Economics and Finance,2001,Campus
Male,21.39,171.26,65.16,White,Political Science,2000,Online
Male,20.62,170.44,65.88,White,Mathematics and Statistics,2002,Campus
Female,21.19,171.06,65.84,White,Biology,2001,Campus
Female,21.28,170.19,65.03,White,Social Sciences,2000,Online
Male,21.42,169.16,66.2,White,Political Science,2002,Online
Female,21.4,171.55,65.67,White,Environmental Sciences,2001,Campus
Male,20.43,171,65.6,White,Mathematics and Statistics,2000,Campus
Male,19.74,168.48,64.27,White,Economics and Finance,2002,Online
Female,20.19,169.39,65.56,White,Biology,2001,Campus
Male,22,172.43,66.96,White,Environmental Sciences,2000,Online
Male,22.19,170.96,66.09,White,Social Sciences,2002,Online
Female,19.87,170,65.46,White,Biology,2001,Online
Female,19.39,169.79,64.45,White,Environmental Sciences,2000,Campus
Female,18.59,169.13,64.2,White,Biology,2002,Campus
Male,19.96,168.99,64.3,White,Mathematics and Statistics,2001,Campus
